#NAME	GSM553736	GSM553737	GSM553738	GSM553739	GSM553740	GSM553741	GSM553742	GSM553743	GSM553744	GSM553745	GSM553746	GSM553747
#CLASS:Treatment	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS
#CLASS:Donor	21	21	21	46	46	46	86	86	86	92	92	92
NM_198542.1	8.549729	8.947662	8.623025	8.664998	8.55299	8.846713	8.573866	8.601032	8.431782	8.535327	8.365183	8.031125
NM_006425.3	8.452876	8.252437	8.436393	8.388642	8.235781	8.341133	8.419029	8.194587	8.409523	8.100229	8.120733	8.183757
NM_015411.1	8.066839	8.067456	7.692593	8.256061	8.22125	8.054493	8.214521	8.130405	7.850053	8.510924	8.104743	8.046912
NM_002644.2	6.512494	6.641016	6.529226	6.585103	6.653524	6.532444	6.508045	6.548073	6.41365	6.568472	6.59599	6.59599
NM_002204.1	8.193216	8.521831	8.67585	7.814284	8.541976	8.386555	8.161951	8.279462	8.072145	8.237899	8.294351	8.541976
NM_032989.1	6.691853	6.802565	6.798455	6.746587	6.67473	6.786722	6.77424	6.774724	6.939677	6.89856	6.693494	6.950132
NM_001007027.1	9.251046	9.185206	8.818962	9.644575	9.473617	8.805126	9.321935	9.087697	8.947921	9.091087	9.192236	8.882522
NM_006458.2	6.467104	6.434543	6.444902	6.585103	6.454118	6.485289	6.602833	6.564858	6.541719	6.503919	6.454068	6.533005
NM_198968.1	6.613385	6.45176	6.524063	6.587908	6.481158	6.458971	6.364729	6.540515	6.531554	6.502429	6.47189	6.508767
NM_020351.2	6.616874	6.603748	6.809962	6.580898	6.756167	6.751969	6.856487	6.79028	6.771305	6.702623	6.603474	6.705887
NM_017707.2	7.012146	6.812412	6.716229	6.78827	6.898774	7.026781	6.858773	6.924947	6.960289	6.874334	6.801379	6.886346
NM_018527.2	6.650014	6.593765	6.588081	6.585103	6.524508	6.700141	6.59069	6.587156	6.531554	6.57177	6.482462	6.663803
NM_032347.1	7.204938	7.196726	7.060739	7.090677	7.18597	7.119086	7.162163	7.231646	7.034157	7.049757	7.217054	7.17656
NM_024993.3	7.123252	7.180567	7.194272	6.997873	7.327785	7.093086	7.169801	7.11492	7.226734	7.145811	7.110456	7.5064
NM_152295.3	9.158356	10.00275	9.130424	9.058032	9.573933	8.844388	9.156628	9.286997	8.852109	9.050435	9.369931	8.701396
NM_014375.2	6.732271	6.680249	6.671873	6.605211	6.86879	6.478338	6.605499	6.815834	6.649972	6.585292	6.810353	6.69083
NM_031272.3	6.627502	6.556681	6.550608	6.632828	6.536306	6.501027	6.449028	6.566663	6.426822	6.452333	6.5179	6.446869
NM_020698.1	6.804701	6.559441	6.7118	6.583516	6.62869	6.59923	6.69083	6.625982	6.635896	6.63239	6.590144	6.777257
NM_002924.2	6.576774	6.621702	6.567326	6.606596	6.539267	6.643257	6.576774	6.566663	6.566303	6.616967	6.446972	6.58986
NM_175047.2	6.508767	6.595434	6.54923	6.643884	6.69837	6.759611	6.654901	6.684763	6.653346	6.553814	6.67158	6.546257
NM_178043.1	6.686661	6.620148	6.67508	6.661962	6.492778	6.688481	6.77424	6.742181	6.627071	6.749678	6.735045	6.872882
NM_020859.1	6.562972	6.483485	6.767125	6.532444	6.704225	6.539507	6.601455	6.515348	6.56316	6.667706	6.659044	6.610821
NM_007157.3	7.210982	7.067976	7.031464	7.114946	7.090329	7.29705	7.023026	7.018998	6.859471	6.904086	7.078608	7.111811
NM_014305.1	8.611038	8.684003	8.448968	8.768582	8.801098	8.639326	8.543144	8.604547	8.591871	8.643589	8.618189	8.185121
NM_170662.3	9.235563	8.937914	8.813204	9.34609	8.881017	9.190345	9.131149	8.870858	9.023585	9.106872	8.887187	9.024641
NM_000936.2	6.684499	6.637792	6.717769	6.5127	6.720314	6.761258	6.676738	6.751179	6.494666	6.509158	6.697562	6.703841
NM_080652.2	7.898704	7.637407	7.773686	7.768129	7.917722	7.939309	7.796393	7.677191	7.631336	7.71966	7.70787	7.674969
NM_002523.1	6.626703	6.466418	6.591724	6.492778	6.529417	6.575648	6.666206	6.627287	6.567326	6.4556	6.578876	6.541917
NM_001962.1	6.556862	6.5985	6.53089	6.515751	6.520749	6.757872	6.644612	6.611378	6.4857	6.587066	6.539115	6.657626
NM_003355.2	9.780982	8.857427	10.298648	8.938727	8.735291	9.574698	9.177719	9.101088	9.950569	8.557734	8.293512	9.435982
NM_001018081.1	6.503712	6.505894	6.47704	6.45191	6.395265	6.397788	6.58949	6.439108	6.462555	6.470108	6.573846	6.45877
NM_015329.2	8.718746	8.643276	8.753236	8.181196	8.225978	8.410873	8.429306	8.478004	8.72465	8.389995	8.50142	8.59664
NM_170775.1	6.443868	6.495166	6.482978	6.538335	6.580992	6.516329	6.634722	6.578085	6.531554	6.47189	6.494468	6.527166
XM_942115.1	6.549424	6.520453	6.584738	6.72072	6.580992	6.630898	6.620604	6.675697	6.576397	6.543067	6.555145	6.775281
NM_001033579.1	6.556862	6.633195	6.727731	6.559837	6.714701	6.505256	6.521023	6.625982	6.644523	6.555434	6.657626	6.533005
NM_016052.2	8.017522	8.813951	7.963497	8.513116	8.875186	7.961451	8.134492	8.909865	8.104909	7.974363	8.676009	7.759738
NM_000782.3	6.653089	6.507566	6.527256	6.517414	6.511411	6.541524	6.511015	6.536306	6.700694	6.539702	6.576866	6.531161
NM_021121.2	7.861854	7.968188	7.748208	7.798535	8.023348	7.663459	8.025336	8.027514	7.794122	7.868079	8.10697	7.630101
NM_030963.2	8.154366	7.630367	8.066489	8.574498	8.272217	8.022669	7.980992	7.713375	7.916079	8.169949	7.897572	8.182525
NM_022354.1	6.515147	6.624526	6.544175	6.689444	6.580992	6.648152	6.63932	6.619703	6.569107	6.563436	6.567702	6.693413
NM_002592.2	6.801758	6.954295	6.904086	7.019831	6.920498	6.965279	6.781339	6.612665	6.780557	6.771346	6.85893	6.698081
NM_004653.3	6.54452	6.58425	6.508352	6.459185	6.446245	6.551622	6.506779	6.484883	6.476236	6.565093	6.49933	6.492676
NM_002771.2	6.603474	6.621702	6.687142	6.607671	6.666741	6.503299	6.636072	6.687312	6.594781	6.686407	6.722852	6.702036
NM_003500.2	6.52269	6.528972	6.558965	6.652773	6.559546	6.514611	6.696872	6.527256	6.698081	6.718695	6.421	6.670524
NM_144626.1	6.585937	6.538738	6.596826	6.603191	6.632209	6.494666	6.587528	6.72884	6.682235	6.630414	6.555145	6.581181
NM_002193.1	6.775281	6.771346	6.837984	6.820617	7.103606	6.946642	6.802868	6.73757	6.677974	6.764933	6.641016	6.678233
NM_012344.2	6.548073	6.718695	6.591724	6.569303	6.49943	6.570452	6.475209	6.63428	6.611548	6.642177	6.553189	6.615494
NM_001967.2	12.61882	12.68765	12.45065	13.24261	12.71683	12.59098	12.52872	12.42243	12.39642	12.35967	12.4159	12.35967
NM_030922.5	6.785022	6.897504	6.869154	6.869312	6.815039	6.820222	6.972227	6.899713	6.904048	6.742889	6.826249	6.688733
NM_138453.2	6.718525	6.450182	6.782626	6.6812	6.656553	6.511015	6.749811	6.564858	6.748891	6.50737	6.529518	6.486686
NM_080827.1	6.518976	6.480053	6.529226	6.54662	6.744468	6.485289	6.562201	6.528775	6.543067	6.566756	6.512796	6.698081
NM_019613.2	8.666913	8.507763	8.718555	8.638512	8.587568	8.659778	8.507763	8.672976	8.62705	8.730234	8.828204	8.732957
NM_058186.3	6.539507	6.559441	6.646395	6.499628	6.419482	6.595809	6.566663	6.689704	6.578085	6.565093	6.551762	6.572669
NM_032490.3	8.157929	8.209473	8.543777	8.56556	8.1759	8.634223	8.387978	8.034875	8.198849	8.416126	7.934648	8.538485
NM_004742.2	6.645416	6.6633	6.847751	6.707272	6.520749	6.700141	6.621793	6.702407	6.660632	6.60834	6.621477	6.49085
NM_007158.4	7.797767	8.015721	8.013769	8.010287	8.072357	8.103487	7.955719	8.074799	7.919829	8.009895	7.932228	7.80997
NM_001007536.1	6.674643	6.524063	6.57948	6.645042	6.464783	6.643257	6.640656	6.614127	6.62869	6.877954	6.594589	6.46894
NM_173163.1	7.129309	6.921228	6.904985	7.052392	6.963244	6.926623	6.802868	6.932748	6.827895	7.038413	6.895564	6.806576
NM_004776.2	9.577462	10.71764	9.298754	9.518852	10.921353	9.142816	10.103599	10.863884	9.877786	9.992252	10.957957	9.231017
NM_003046.2	6.48498	6.603748	6.457327	6.525315	6.51328	6.606506	6.4416	6.627287	6.505001	6.601548	6.545032	6.482168
NM_001635.2	6.653089	6.694891	6.639053	6.708592	6.843372	6.850494	6.734333	6.857715	6.920425	6.80296	6.783515	7.006303
NM_020535.3	6.619335	6.579574	6.5645	6.612704	6.529417	6.623068	6.766959	7.125899	6.7645	6.599605	6.619781	6.703841
NM_032311.3	7.094254	6.81679	6.760305	6.782842	6.920498	6.884615	6.878031	6.9285	6.945614	6.910907	6.778148	7.462853
NM_001007189.1	8.544394	8.321592	8.084837	9.209165	8.645137	8.703409	8.460821	8.377923	8.665933	8.46263	8.127708	8.242605
NM_002418.1	6.593309	6.606819	6.588081	6.561346	6.66018	6.630898	6.483164	6.536306	6.522395	6.686407	6.632913	6.406027
NM_017590.4	6.739624	6.826544	6.751291	6.907071	6.663344	6.710685	6.784619	6.69223	6.735815	6.676132	6.653177	6.576774
NM_004956.3	6.487584	6.434543	6.491283	6.421907	6.539267	6.478338	6.371305	6.523181	6.526884	6.496168	6.468439	6.508767
NM_198291.1	6.667575	6.788345	6.9285	6.580898	6.91895	6.996363	6.58604	6.993236	6.817098	6.733005	7.073103	6.777257
NM_031271.2	6.508767	6.443553	6.455399	6.498146	6.40125	6.519849	6.553534	6.551717	6.54452	6.462944	6.616683	6.747789
NM_006845.2	6.559441	6.709834	6.825061	6.683538	6.444496	6.627411	6.580992	6.684763	6.669809	6.509158	6.696094	6.644567
NM_016242.2	6.688915	6.61605	6.615494	6.664352	6.645042	6.761258	6.628872	6.694978	6.660632	6.643347	6.701514	6.680672
NM_052844.3	6.840049	6.894801	7.002392	6.835243	6.75957	6.859819	6.816943	6.854725	6.80296	6.97152	6.763594	6.846169
NM_138959.1	6.461944	6.394263	6.536306	6.608972	6.585652	6.505256	6.566663	6.491283	6.564688	6.420159	6.632913	6.466462
NM_181706.3	7.472668	7.337939	7.327844	7.655702	7.351971	7.351137	7.44403	7.430794	7.327027	7.282355	7.47836	7.272422
NM_006760.1	6.641737	6.50382	6.644612	6.61796	6.544617	6.651607	6.682765	6.576723	6.806984	6.53448	6.603474	6.531161
NM_001008756.1	6.621702	6.694891	6.693413	6.505992	6.880564	6.606506	6.708853	6.552762	6.540172	6.515835	6.641016	6.688733
NM_202000.2	6.743497	6.700141	6.770503	6.812579	6.920498	6.755271	6.761951	6.843077	6.755313	6.595069	6.667347	6.572669
NM_000190.3	7.163604	7.227794	7.35149	7.351731	7.755859	7.316065	7.382492	7.427091	7.250589	7.261207	7.558667	7.367171
NM_177980.1	6.661872	6.705801	6.534747	6.672965	6.878979	6.45272	6.681377	6.762855	6.576397	6.739409	6.60043	6.672722
NM_032315.1	6.624251	6.67711	6.620331	6.583516	6.65174	6.458971	6.742801	6.531745	6.644523	6.741002	6.718861	6.52328
NM_178191.1	8.194814	7.660181	8.031376	7.903562	7.289352	7.885031	7.896497	7.643832	7.61902	7.373988	7.324763	7.471945
XM_942520.1	6.620148	6.515751	6.635644	6.425253	6.62869	6.789919	6.662322	6.602742	6.656105	6.689866	6.437815	6.515147
NM_024643.1	6.593309	6.558123	6.552097	6.576774	6.529417	6.661782	6.506779	6.531745	6.65174	6.532818	6.487079	6.615494
NM_174891.2	6.956683	6.752311	6.847751	6.729339	6.743002	6.856033	6.836243	6.694978	6.881082	6.593494	6.696094	6.755143
NM_005366.4	6.582433	6.595434	6.515498	6.480005	6.600524	6.56852	6.615401	6.63428	6.703484	6.645042	6.532527	6.755143
NM_019858.1	6.524063	6.606819	6.457327	6.552097	6.468736	6.573846	6.566663	6.572516	6.515835	6.623436	6.555145	6.600338
NM_138796.2	6.637657	6.618584	6.411572	6.65628	6.531161	6.462746	6.496268	6.525821	6.647379	6.50737	6.678749	6.626979
NM_001067.2	6.508767	6.544228	6.589816	6.716229	6.477945	6.637969	6.796675	6.657486	6.594781	6.746587	6.357388	6.703841
NM_005064.3	8.021679	9.826227	9.880944	7.503988	9.5169	8.673692	8.224512	9.586052	9.798452	8.059398	9.84246	10.16094
NM_003246.2	12.95566	12.52165	11.82085	13.34699	13.10358	12.70373	13.44401	13.74053	13.30062	13.19416	12.8425	11.88145
NM_138363.1	9.338205	9.213011	9.007315	9.454674	9.038217	9.309888	9.135785	9.4085	9.373479	9.004778	9.013835	9.04446
NM_022455.3	6.964784	6.821439	6.936192	6.89655	6.821054	6.890476	6.933002	6.963881	6.986993	6.889168	6.930397	6.881388
NM_004229.2	6.691853	6.55066	6.63186	6.630232	6.582333	6.512748	6.676738	6.58388	6.680856	6.563436	6.58589	6.65967
NM_015044.3	10.35431	9.772657	9.840852	10.273997	9.340497	9.829792	10.503379	10.210452	10.044682	10.376842	9.705087	9.949867
NM_001008895.1	6.683538	6.53079	6.620331	6.770503	6.585652	6.580992	6.836243	6.688562	6.597934	6.634008	6.759488	6.817185
NM_005869.2	8.660121	8.672029	8.731543	8.849818	8.836042	8.642478	8.628515	8.521631	8.759705	8.768582	8.628515	8.655707
NM_004297.2	6.641737	6.585844	6.623436	6.488096	6.597336	6.713851	6.5449	6.48147	6.491376	6.683108	6.61357	6.585561
NM_198066.2	6.83251	6.888032	6.806821	6.826131	6.822626	6.712299	6.799767	6.91575	6.824901	6.81404	6.823875	6.587528
NM_032647.2	6.532912	6.444902	6.560973	6.601727	6.658226	6.577594	6.565137	6.498707	6.63257	6.621793	6.62878	6.488945
NM_003696.2	6.463145	6.650775	6.512298	6.504601	6.641016	6.546437	6.54923	6.531745	6.462555	6.60834	6.625794	6.610821
NM_001005186.1	6.452822	6.590094	6.47138	6.532444	6.658226	6.572062	6.618146	6.489691	6.436736	6.561778	6.527766	6.488945
NM_001004452.1	6.671391	6.540669	6.450881	6.65628	6.559546	6.627411	6.566663	6.578085	6.693892	6.565093	6.665593	6.564769
XR_001087.1	7.870887	7.767824	7.820761	7.463912	7.872531	7.68078	7.869277	7.529832	7.633812	7.965312	7.753035	7.858668
NM_021232.1	6.515147	6.540669	6.760305	6.476033	6.637344	6.656598	6.599891	6.540515	6.433805	6.621793	6.624526	6.583325
NM_144678.3	6.7677	6.83734	6.734457	6.68572	6.653524	6.583231	6.707525	6.707272	6.729095	6.779873	6.687979	6.644567
NM_017424.2	7.43143	6.908398	6.796635	7.26489	6.876847	7.145485	7.255619	6.999567	7.241939	7.240265	7.018188	6.883763
NM_000792.4	6.511116	6.50382	6.453242	6.536787	6.449436	6.573846	6.342313	6.561346	6.63428	6.458971	6.439638	6.398731
NM_005393.1	6.660632	6.590094	6.606968	6.541434	6.57017	6.623068	6.599891	6.578085	6.525423	6.487995	6.47016	6.576774
NM_020935.1	7.45232	7.478856	7.319616	7.406607	7.578144	7.451864	7.436953	7.586068	7.584211	7.419341	7.354847	7.295632
NM_170725.2	6.785022	6.76434	6.7209	6.87456	6.63932	6.772276	6.899437	6.654857	6.827895	6.764933	6.702623	6.963558
NM_001886.1	6.577897	6.58425	6.547886	6.499628	6.648364	6.511015	6.569303	6.541917	6.623714	6.416374	6.594589	6.680672
NM_006597.3	12.60218	12.71683	12.45602	12.97666	12.84921	12.48427	12.51144	12.48427	12.4159	12.64183	12.57787	12.36443
NM_153373.1	7.496115	7.626365	7.761743	7.336316	7.373165	7.730676	7.309484	7.462079	7.53332	7.431998	7.629495	7.848831
NM_173528.1	6.760917	6.648719	6.644612	6.526594	6.645042	6.623068	6.733389	6.687312	6.675164	6.634008	6.704345	6.651041
NM_006754.2	6.380046	6.420632	6.560973	6.471786	6.49943	6.56316	6.509483	6.587156	6.534747	6.487995	6.615401	6.558547
NM_023078.1	6.541719	6.661827	6.586262	6.416469	6.486134	6.534382	6.634722	6.531745	6.488689	6.696182	6.562972	6.637969
NM_015909.2	7.138951	7.157038	7.367244	7.180749	7.213088	7.286998	7.176416	7.103481	7.288292	7.238763	7.355852	7.15257
NM_002253.1	6.709572	6.670114	6.621793	6.607671	6.67158	6.732317	6.605499	6.659582	6.786722	6.749678	6.71734	6.58986
NM_024824.3	6.817657	6.681621	6.714701	6.860546	6.739667	7.085798	6.710513	6.708459	6.715111	6.801296	6.718861	6.729814
NM_203488.1	6.804082	6.895564	6.779832	6.654946	6.646845	6.868023	6.695735	6.660817	6.752472	6.7118	6.837526	6.725294
NM_178130.2	6.549424	6.72276	6.52192	6.622974	6.665064	6.454974	6.707525	6.614127	6.569107	6.713246	6.590144	6.394161
NM_194072.1	6.541719	6.610262	6.584738	6.640301	6.744468	6.641565	6.651997	6.606868	6.689785	6.543067	6.58589	6.617687
NM_206862.1	6.497451	6.608802	6.63186	6.387957	6.684411	6.521416	6.599891	6.5449	6.730257	6.464978	6.584638	6.477858
NM_052864.2	6.897504	7.277308	6.862304	7.077904	6.979461	6.993642	6.9285	7.107984	6.908067	6.812171	7.223981	6.729814
NM_180991.4	6.723846	6.631577	6.596826	6.811781	6.507471	6.597855	6.57948	6.79028	6.80296	6.578216	6.559837	6.556681
NM_033506.1	6.541719	6.626979	6.596826	6.669199	6.556106	6.532444	6.651997	6.582684	6.698081	6.536306	6.482462	6.519082
NM_054026.1	6.60834	6.825215	6.598779	6.619335	6.711026	6.676915	6.867938	6.730173	6.573384	6.610262	6.718861	6.579108
NM_031306.1	6.602375	6.600571	6.491283	6.524063	6.562876	6.619869	6.562201	6.555578	6.503515	6.616967	6.573846	6.651041
NM_198700.1	7.223833	7.259861	7.129956	7.284262	7.446812	7.359078	7.132518	7.344188	7.330673	7.113355	7.307337	7.165767
NM_203464.1	6.60043	6.552193	6.688915	6.496318	6.630322	6.478338	6.595341	6.580992	6.705801	6.519174	6.590144	6.637969
NM_206880.1	6.587334	6.565049	6.716229	6.607671	6.623153	6.553347	6.580992	6.576723	6.63257	6.526594	6.576866	6.59599
NM_207113.1	6.878031	6.714394	6.670524	6.926078	6.906776	6.769177	6.679283	6.848939	6.723846	6.612012	6.773615	6.832821
NM_020748.1	7.820761	7.924136	7.839623	7.931184	7.839026	7.88992	7.977661	8.046825	8.094672	8.175037	7.898704	7.730448
NM_002037.3	10.249858	10.006978	10.30833	10.036346	10.2031	10.553227	9.801108	10.06616	9.961891	9.753474	10.027996	10.149746
NM_012458.2	6.772848	6.72125	6.744676	6.762456	6.605981	7.041584	6.714112	6.722494	6.676738	6.807703	6.757748	6.760061
NM_015254.2	7.840277	7.68317	7.813966	7.39715	7.620761	7.765589	7.698094	7.716464	7.797978	7.582899	7.683319	8.075325
NM_005218.3	6.710685	6.639497	6.527256	6.616781	6.771223	6.693582	6.623436	6.717424	6.637344	6.57177	6.635735	6.663803
NM_133644.1	6.47016	6.608802	6.517414	6.553534	6.653524	6.688481	6.647463	6.58986	6.376899	6.402377	6.450682	6.608565
NM_004886.3	8.803778	9.238266	9.22242	8.725875	9.25469	9.02019	8.883206	9.26883	9.278925	8.915592	9.256509	9.379544
NM_005211.2	12.42243	10.98754	11.82732	12.42243	11.338	12.01203	12.82572	12.01916	12.93555	12.82006	11.72868	12.50616
NM_004640.4	10.55964	10.51575	10.35666	10.22371	10.29865	10.49558	10.48751	10.50541	10.28564	10.41535	10.48908	10.25109
NM_152425.1	6.644254	6.644016	6.595069	6.570723	6.551038	6.655218	6.562201	6.533308	6.612836	6.561778	6.54662	6.644567
NM_021645.4	8.522027	8.59726	8.505836	8.756972	8.709442	8.573999	8.573451	8.599356	8.696623	8.479666	8.466451	8.335847
NM_001004713.1	6.543067	6.637792	6.595069	6.610125	6.856831	6.553347	6.432344	6.609821	6.546257	6.560108	6.468439	6.424459
NM_005953.2	9.749471	11.404723	13.501249	7.748307	11.229965	13.69584	9.524876	10.971526	13.648161	9.282768	12.302498	13.978236
NM_021224.3	6.739624	6.655218	6.627071	6.527865	6.788033	6.573846	6.498146	6.804082	6.579574	6.566756	6.673145	6.786252
NM_205836.1	6.801128	6.9465	6.841214	6.878307	6.802483	6.780482	6.927133	6.817098	6.870793	6.8444	6.846493	6.762205
NM_014385.1	6.550556	6.510917	6.562719	6.616781	6.609627	6.511015	6.647463	6.54662	6.758234	6.603285	6.59599	6.680672
NM_177438.1	6.740963	6.77676	6.673409	6.752053	6.669983	6.818054	6.765483	6.924947	6.619335	6.674643	6.609401	6.686661
NM_016456.2	7.43473	7.21848	7.537145	7.414156	7.478806	7.520131	7.245748	7.287393	7.271283	7.331941	7.102714	7.913656
NM_012215.1	11.99139	11.67709	11.63816	11.90081	11.35952	11.78831	11.72868	11.80104	11.83772	11.45362	11.41675	11.4321
NM_000329.2	6.508767	6.394263	6.608802	6.541434	6.632209	6.487383	6.366636	6.401402	6.389164	6.489582	6.414862	6.42879
NM_001001678.1	6.791012	6.656512	6.586262	6.689444	6.604073	6.635988	6.593676	6.552762	6.487079	6.630414	6.562972	6.621702
NM_033310.1	6.551994	6.693324	6.449132	6.612704	6.477945	6.570452	6.525315	6.540515	6.599136	6.612012	6.543364	6.712009
NM_178432.1	6.976533	6.926732	6.932422	6.924755	6.773103	6.884615	6.716741	6.882551	6.841068	6.783395	6.830089	6.822241
NM_016823.2	8.802912	8.781949	8.764198	8.787578	8.858572	8.763772	8.916918	8.838696	8.805126	8.871432	8.928697	8.719831
NM_033334.2	6.730257	6.839698	6.704908	6.654946	6.649972	6.888981	6.69083	6.690653	6.576397	6.845558	6.725213	6.775281
NM_144497.1	6.637657	6.633195	6.487944	6.474614	6.527865	6.791332	6.529371	6.494468	6.538148	6.55008	6.686407	6.562876
NM_000083.1	6.451861	6.657626	6.455399	6.594357	6.454118	6.505256	6.5449	6.572516	6.566303	6.470108	6.479577	6.531161
NM_005267.3	6.587334	6.585844	6.773813	6.708592	6.798526	6.565049	6.52386	6.606868	6.700694	6.596552	6.635735	6.723026
NM_001618.2	10.40193	10.69033	10.52813	11.09141	10.62654	10.78061	10.74502	10.73533	10.63978	10.46472	10.53664	10.49839
NM_002182.2	6.772848	6.955383	6.870599	6.916859	6.901824	6.847479	6.95074	6.785922	6.65174	7.054258	6.898774	6.657626
NM_001033564.1	6.569303	6.593765	6.550608	6.545476	6.534664	6.595809	6.561264	6.733873	6.455494	6.477945	6.54662	6.499152
NM_021202.1	8.016506	8.39973	8.150288	7.804195	8.441514	8.19416	8.224021	8.269293	8.131985	8.153229	8.521232	8.202227
NM_001017928.2	7.631441	7.887045	7.648315	7.847341	7.979186	7.348396	7.727634	7.758177	7.425649	7.947137	8.341002	7.86511
NM_022078.1	7.460944	7.529099	7.729184	7.676999	7.642665	7.678477	7.648933	7.514653	7.634551	7.758384	7.641895	8.251527
NM_138423.2	6.733051	6.798418	6.806821	7.003136	6.723846	6.963881	6.816943	6.684763	6.926041	6.9285	6.821526	6.950132
NM_203510.1	6.538148	6.457141	6.481158	6.386256	6.386256	6.583231	6.499628	6.533308	6.591724	6.581683	6.463451	6.651041
NM_006485.2	6.512494	6.50015	6.562719	6.572243	6.464783	6.580992	6.657345	6.470571	6.672309	6.462944	6.50994	6.454715
NM_001014.3	14.68938	14.61434	14.46494	14.52151	14.60735	14.57266	14.45162	14.30302	14.4	14.47595	14.32504	14.35045
NM_001007559.1	6.986221	6.901899	6.687142	6.94707	7.042326	6.756603	6.782419	7.041584	6.824901	6.934739	6.754566	6.727825
NM_152429.2	6.589677	6.652186	6.667624	6.576774	6.813458	6.661782	6.765483	6.72884	6.584202	6.704345	6.788345	6.581181
NM_152493.2	8.298582	8.028256	8.415623	8.043059	8.104258	8.237553	7.958153	7.919469	8.195294	7.96956	7.756557	8.277843
NM_018837.2	6.585937	6.585844	6.739409	6.635735	6.585652	6.850494	6.760639	6.653346	6.755313	6.667706	6.566384	6.62969
NM_000252.1	7.638474	7.423757	7.582446	7.804195	7.572833	7.588039	7.392372	7.298034	7.524066	7.69378	7.392118	7.601774
NM_181747.1	6.480053	6.582862	6.314008	6.432344	6.526503	6.430886	6.476578	6.42389	6.477858	6.437656	6.479577	6.521023
NM_213618.1	6.65174	6.681621	6.667624	6.73832	6.781663	6.7645	6.716741	6.67113	6.695222	6.699539	6.876847	6.705887
